Plugin,Menu,Section,Type,English,Japanese
DalamudACT,CapturedExact,,,"在游戏里直接查看队伍战斗统计。
Local ACTX-style combat stats directly inside the game.","ゲーム内でPT戦闘統計を直接確認します。
ローカルACTX方式の戦闘統計をゲーム内に直接表示します。"
DalamudACT,CapturedExact,,,夜樱 Sakura Night,夜桜 Sakura Night
DalamudACT,CapturedExact,,,开启后按当前区域自动套用预设：主城/住宅=低负载，副本/野外=标准。关闭后使用下方手动间隔。 ,有効にすると現在エリアに応じて自動でプリセットを適用します。都市／ハウジング＝低負荷、コンテンツ／フィールド＝標準。無効時は下の手動間隔を使用します。 
DalamudACT,CapturedExact,,,当前没有队伍成员。,現在PTメンバーはいません。
DalamudACT,CapturedExact,,,打开配置目录,設定フォルダーを開く
DalamudACT,CapturedExact,,,推荐默认值。兼顾实时性和性能，适合大多数副本和日常使用。DPS统计 250ms，队友监控 500ms，状态监控 500ms，时间轴 500ms。 ,推奨の既定値です。リアルタイム性と性能のバランスを取り、多くのコンテンツや日常利用に適しています。DPS統計 250ms、PTメンバー監視 500ms、ステータス監視 500ms、タイムライン 500ms。 
DalamudACT,CapturedExact,,,既定：即時終了,既定：即時終了
DalamudACT,CapturedExact,,,显示时间轴窗口,タイムラインウィンドウを表示
DalamudACT,CapturedExact,,,显示统计面板,統計パネルを表示
DalamudACT,CapturedExact,,,显示队友监控,PTメンバー監視を表示
DalamudACT,CapturedExact,,,状态监控窗口透明度,ステータス監視ウィンドウ透明度
DalamudACT,CapturedExact,,,窗口与悬浮面板,ウィンドウとフローティングパネル
DalamudACT,CapturedExact,,,自动适配,自動調整
DalamudACT,CapturedExact,,,補正語句,補正語句
DalamudACT,CapturedExact,,,設定／構成###配置/设置,設定／構成###配置/设置
DalamudACT,CapturedExact,,,詳細設定 / v0.15.2.72,詳細設定 / v0.15.2.72
DalamudACT,CapturedExact,,,重载时间轴,タイムラインを再読み込み
DalamudACT,CapturedExact,,,锁定后不可拖动或缩放。,固定するとドラッグやサイズ変更はできません。
DalamudACT,CapturedExact,,,锁定统计窗口,統計ウィンドウを固定
DalamudACT,CapturedExact,,,锁定队友监控,PTメンバー監視を固定
DalamudACT,CapturedExact,,,队友监控窗口透明度,PTメンバー監視ウィンドウ透明度
DalamudACT,CapturedExact,,,高度自适应条目数,表示件数に合わせて高さを自動調整
DalamudACT,CombatLog,Body,Text,当前筛选条件下暂无战斗流水。,現在の絞り込み条件に一致する戦闘ログはありません。
DalamudACT,CombatLog,Body,Text,"战斗流水记录已停止。勾选""开始记录""后才会写入新事件；关闭不会清空已有流水。",戦闘ログの記録は停止中です。「記録開始」を有効にすると新しいイベントを記録します。停止しても既存ログは消去されません。
DalamudACT,CombatLog,Body,Text,暂无战斗流水。进入战斗后，这里会开始记录关键事件。,戦闘ログはまだありません。戦闘開始後、ここに主要イベントが記録されます。
DalamudACT,CombatLog,Content,Checkbox,减伤分析,軽減分析
DalamudACT,CombatLog,Content,Checkbox,场地特效,フィールドエフェクト
DalamudACT,CombatLog,Content,Checkbox,头顶标记,頭上マーカー
DalamudACT,CombatLog,Content,Checkbox,治疗,回復
DalamudACT,CombatLog,Content,Checkbox,读条,詠唱
DalamudACT,CombatLog,Content,Checkbox,输出,出力
DalamudACT,CombatLog,Content,Checkbox,进出战,戦闘開始／終了
DalamudACT,CombatLog,Content,Checkbox,连线,線
DalamudACT,CombatLog,Controls,Button,取消选中,選択解除
DalamudACT,CombatLog,Controls,Button,复制当前显示,現在の表示をコピー
DalamudACT,CombatLog,Controls,Tooltip,复制当前筛选结果。,現在の絞り込み結果をコピーします。
DalamudACT,CombatLog,Controls,Text,已停止,停止中
DalamudACT,CombatLog,Controls,Text,已复制,コピーしました
DalamudACT,CombatLog,Controls,Text,已清空,消去しました
DalamudACT,CombatLog,Controls,Tooltip,开启后会写入新的战斗流水；关闭后保留已有流水，方便复制或排查。开关状态会保存到配置。,有効にすると新しい戦闘ログを記録します。無効にしても既存ログは残るため、コピーや確認に利用できます。設定は保存されます。
DalamudACT,CombatLog,Controls,Checkbox,开始记录,記録開始
DalamudACT,CombatLog,Controls,Button,清空流水,ログを消去
DalamudACT,CombatLog,Controls,Checkbox,自动滚动到最新事件,最新イベントへ自動スクロール
DalamudACT,CombatLog,Controls,Text,记录中,記録中
DalamudACT,CombatLog,Filters,Text,保留条数：,保持件数：
DalamudACT,CombatLog,Filters,Selectable,全部,すべて
DalamudACT,CombatLog,Filters,Checkbox,原始时间,実時刻
DalamudACT,CombatLog,Filters,Tooltip,开启后会把 MapEffect 场地特效写入新的战斗流水；关闭不会移除已有记录。 ,有効にするとMapEffectのフィールドエフェクトを新しい戦闘ログへ記録します。無効にしても既存記録は削除しません。 
DalamudACT,CombatLog,Filters,Checkbox,战斗时间,戦闘時間
DalamudACT,CombatLog,Filters,Text,技能/全文搜索：,スキル／全文検索：
DalamudACT,CombatLog,Filters,Text,时间显示：,時間表示：
DalamudACT,CombatLog,Filters,Checkbox,显示场地特效,フィールドエフェクトを表示
DalamudACT,CombatLog,Filters,Checkbox,显示头顶标记,頭上マーカーを表示
DalamudACT,CombatLog,Filters,Checkbox,显示连线,線を表示
DalamudACT,CombatLog,Filters,Button,清空筛选,絞り込み解除
DalamudACT,CombatLog,Filters,Text,角色：,対象：
DalamudACT,CombatLog,Window,Text,战斗流水,戦闘ログ
DalamudACT,Main,Columns,Text,伤害量,ダメージ量
DalamudACT,Main,Columns,Text,总DPS,総DPS
DalamudACT,Main,Columns,Text,承伤量,被ダメージ量
DalamudACT,Main,Columns,Text,显示人数,表示人数
DalamudACT,Main,Columns,Text,死亡,死亡
DalamudACT,Main,Columns,Text,治疗量,回復量
DalamudACT,Main,Columns,Text,玩家,プレイヤー
DalamudACT,Main,Columns,Text,秒伤,DPS
DalamudACT,Main,Columns,Text,秒承伤,被ダメージ/秒
DalamudACT,Main,Columns,Text,秒疗,HPS
DalamudACT,Main,Columns,Text,职业,ジョブ
DalamudACT,Main,Quick,Text,常用入口集中在这里，可快速打开设置页、战斗流水窗口，或显示/隐藏悬浮统计面板。,よく使う機能をここにまとめています。設定、戦闘ログ画面、フローティング統計パネルの表示／非表示を素早く操作できます。
DalamudACT,Main,Quick,Text,快速操作,クイック操作
DalamudACT,Main,Quick,Button,打开悬浮DPS统计面板,フローティングDPS統計を表示
DalamudACT,Main,Quick,Button,打开战斗流水,戦闘ログを開く
DalamudACT,Main,Quick,Button,打开设置,設定を開く
DalamudACT,Main,Quick,Button,隐藏悬浮DPS统计面板,フローティングDPS統計を非表示
DalamudACT,Main,Status,Text,NPC高亮关,NPC強調表示 OFF
DalamudACT,Main,Status,Text,NPC高亮开,NPC強調表示 ON
DalamudACT,Main,Status,Text,仅玩家,プレイヤーのみ
DalamudACT,Main,Status,Text,全队脱战（PartyList）,PT全員が非戦闘状態（PartyList）
DalamudACT,Main,Status,Text,可拖动,ドラッグ可能
DalamudACT,Main,Status,Text,已关闭,無効
DalamudACT,Main,Status,Text,已开启,有効
DalamudACT,Main,Status,Text,已锁定,ロック済み
DalamudACT,Main,Status,Text,当前状态,現在の状態
DalamudACT,Main,Status,Text,当前状态：,現在の状態：
DalamudACT,Main,Status,Text,悬浮对象,表示対象
DalamudACT,Main,Status,Text,悬浮面板,フローティングパネル
DalamudACT,Main,Status,Text,战斗结束判定,戦闘終了判定
DalamudACT,Main,Status,Text,智能（多人仅玩家 / 单人可含友方 NPC）,自動（PT時はプレイヤーのみ / ソロ時は味方NPCを含める場合あり）
DalamudACT,Main,Status,Text,查看当前本地统计的数据来源、插件状态和战斗结束判定。,現在のローカル統計のデータ元、プラグイン状態、戦闘終了判定を確認します。
DalamudACT,Main,Status,Text,模式,モード
DalamudACT,Main,Status,Text,版本,バージョン
DalamudACT,Main,Status,Text,独立运行 / 本地采集,単独動作 / ローカル収集
DalamudACT,Main,Status,Text,玩家 + 友方 NPC,プレイヤー + 味方NPC
DalamudACT,Main,Status,Text,玩家 + 敌方 NPC,プレイヤー + 敵NPC
DalamudACT,Main,Status,Text,等待战斗数据...,戦闘データ待機中...
DalamudACT,Main,Status,Text,统计来源,統計データ元
DalamudACT,Main,Status,Text,运行状态,動作状態
DalamudACT,Main,Summary,Text,主界面透明度,メイン画面の透明度
DalamudACT,Main,Summary,Text,共享列显示,共有列表示
DalamudACT,Main,Summary,Text,历史页列宽记忆,履歴ページの列幅保存
DalamudACT,Main,Summary,Text,悬浮面板透明度,フローティングパネルの透明度
DalamudACT,Main,Summary,Text,查看当前面板显示、页签显示、共享列显示以及列宽记忆状态。,現在のパネル表示、タブ表示、共有列、列幅保存状態を確認します。
DalamudACT,Main,Summary,Text,界面与列配置摘要,画面・列設定の概要
DalamudACT,Main,Summary,Text,统计页列宽记忆,統計ページの列幅保存
DalamudACT,Main,Summary,Text,页签显示,タブ表示
DalamudACT,Main,Tabs,Text,全部隐藏,すべて非表示
DalamudACT,Main,Tabs,Text,历史记录,履歴
DalamudACT,Main,Tabs,Text,承伤,被ダメ
DalamudACT,Main,Tabs,Text,概览,概要
DalamudACT,Main,Window,Text,ACTX 风格本地统计,ACTX風ローカル統計
DalamudACT,Main,Window,Text,DPS统计,DPS統計
DalamudACT,Main,Window,Text,当前版本直接在 Dalamud 内采集战斗事件，并使用 ACTX / NotACT 的统计口径生成本地战斗快照，不再依赖外部 MiniParse。,現在のバージョンはDalamud内で戦闘イベントを直接収集し、ACTX / NotACT方式でローカル戦闘スナップショットを生成します。外部MiniParseには依存しません。
DalamudACT,Main,Window,Text,未知版本,不明なバージョン
DalamudACT,Settings,AdvancedWindow,Checkbox,DEBUG,DEBUG
DalamudACT,Settings,AdvancedWindow,Text,时间轴窗口,タイムラインウィンドウ
DalamudACT,Settings,AdvancedWindow,Checkbox,显示状态监控,ステータス監視を表示
DalamudACT,Settings,AdvancedWindow,Button,重置位置,位置をリセット
DalamudACT,Settings,AdvancedWindow,Checkbox,锁定悬浮窗口,フローティングウィンドウを固定
DalamudACT,Settings,AdvancedWindow,Checkbox,锁定时间轴窗口,タイムラインウィンドウを固定
DalamudACT,Settings,AdvancedWindow,Checkbox,锁定状态监控,ステータス監視を固定
DalamudACT,Settings,AdvancedWindow,Slider,队友监控透明度,PTメンバー監視透明度
DalamudACT,Settings,AdvancedWindow,Checkbox,高亮自己条目数,自分の行を強調表示
DalamudACT,Settings,AdvancedWindow,Checkbox,高亮自身,自分を強調表示
DalamudACT,Settings,Appearance,Slider,DPS统计面板透明度,DPS統計パネル透明度
DalamudACT,Settings,Appearance,Combo,展示模式,表示モード
DalamudACT,Settings,Appearance,Slider,技能监控窗口透明度,スキル監視ウィンドウ透明度
DalamudACT,Settings,Appearance,Slider,时间轴窗口透明度,タイムラインウィンドウ透明度
DalamudACT,Settings,Appearance,Slider,状态监控透明度,ステータス監視透明度
DalamudACT,Settings,Appearance,Text,透明度与样式,透明度と表示スタイル
DalamudACT,Settings,Data,Checkbox,DoT,DoT
DalamudACT,Settings,Data,Checkbox,DoT／ワイルドファイアの帰属を集計,DoT／ワイルドファイアの帰属を集計
DalamudACT,Settings,Data,Header,NPC 友方识别,味方NPC識別
DalamudACT,Settings,Data,Checkbox,伤害,ダメージ
DalamudACT,Settings,Data,Text,刷新频率,更新頻度
DalamudACT,Settings,Data,Checkbox,命令/聊天,コマンド／チャット
DalamudACT,Settings,Data,Button,导入历史记录,履歴をインポート
DalamudACT,Settings,Data,Button,导入测试数据,テストデータをインポート
DalamudACT,Settings,Data,Button,导出历史记录,履歴をエクスポート
DalamudACT,Settings,Data,Text,当前区域：,現在のエリア：
DalamudACT,Settings,Data,Text,当前没有可显示的友方成员。,現在表示できる味方メンバーはいません。
DalamudACT,Settings,Data,Text,当前队伍成员,現在のPTメンバー
DalamudACT,Settings,Data,Button,恢复默认,既定値に戻す
DalamudACT,Settings,Data,Button,打开当前BUFF,現在のBUFFを開く
DalamudACT,Settings,Data,Checkbox,扩展日志,拡張ログ
DalamudACT,Settings,Data,Checkbox,按区域自动刷新,エリアごとに自動更新
DalamudACT,Settings,Data,Checkbox,插件/Hook,プラグイン／Hook
DalamudACT,Settings,Data,Header,数据与日志,データとログ
DalamudACT,Settings,Data,Header,数据操作,データ操作
DalamudACT,Settings,Data,Header,日志与调试,ログとデバッグ
DalamudACT,Settings,Data,Header,日志分类,ログ分類
DalamudACT,Settings,Data,Button,清空历史,履歴を消去
DalamudACT,Settings,Data,Checkbox,状态监视,ステータス監視
DalamudACT,Settings,Data,Checkbox,调试日志,デバッグログ
DalamudACT,Settings,Data,Checkbox,轻量战斗日志,軽量戦闘ログ
DalamudACT,Settings,Data,Checkbox,配置/界面,設定／画面
DalamudACT,Settings,Data,Text,高性能模式说明,高性能モードの説明
DalamudACT,Settings,FloatingStyle,Slider,固定列宽,固定列幅
DalamudACT,Settings,FloatingStyle,Help,如果后续为该样式补专属参数，也会放在这里。,このスタイル専用設定が追加された場合も、ここに表示されます。
DalamudACT,Settings,FloatingStyle,Help,当前样式不再使用旧表格参数。,現在のスタイルでは旧式テーブル設定を使用しません。
DalamudACT,Settings,FloatingStyle,Help,当前样式说明,現在のスタイル説明
DalamudACT,Settings,FloatingStyle,Help,把玩家列最小宽度或表格行高拖到 0，会回退到自动布局。,プレイヤー列の最小幅または行高を0にすると自動レイアウトへ戻ります。
DalamudACT,Settings,FloatingStyle,Help,玩家列宽 / 行高设为 0 时自动取值。,プレイヤー列幅／行高を0にすると自動設定になります。
DalamudACT,Settings,FloatingStyle,Slider,玩家列最小宽度,プレイヤー列の最小幅
DalamudACT,Settings,FloatingStyle,Text,经典表格样式参数,クラシックテーブル設定
DalamudACT,Settings,FloatingStyle,Slider,表格行高,テーブル行高
DalamudACT,Settings,Header,Button,关闭窗口,ウィンドウを閉じる
DalamudACT,Settings,Header,Text,完整设置,詳細設定
DalamudACT,Settings,Header,Text,已启用,有効
DalamudACT,Settings,Header,Button,简易设置,簡易設定
DalamudACT,Settings,Header,Text,设置,設定
DalamudACT,Settings,Navigation,Text,帮助,ヘルプ
DalamudACT,Settings,Navigation,Text,数据,データ
DalamudACT,Settings,Navigation,Text,时间轴,タイムライン
DalamudACT,Settings,Navigation,Text,状态监控,ステータス監視
DalamudACT,Settings,Navigation,Text,窗口,ウィンドウ
DalamudACT,Settings,Navigation,Text,统计,統計
DalamudACT,Settings,Navigation,Text,队友监控,PTメンバー監視
DalamudACT,Settings,PartyMonitor,Text,CD中技能,リキャスト中スキル
DalamudACT,Settings,PartyMonitor,Text,CD数字位置,CD数字の位置
DalamudACT,Settings,PartyMonitor,Text,CD数字颜色,CD数字の色
DalamudACT,Settings,PartyMonitor,Button,一键关闭所有团辅技能,全PT支援スキルを一括OFF
DalamudACT,Settings,PartyMonitor,Button,一键开启所有团辅技能,全PT支援スキルを一括ON
DalamudACT,Settings,PartyMonitor,Input,冷却(秒),リキャスト（秒）
DalamudACT,Settings,PartyMonitor,Slider,列间距,列間隔
DalamudACT,Settings,PartyMonitor,Help,列间距控制技能图标之间的水平间隔,列間隔はスキルアイコン同士の横方向の間隔を調整します。
DalamudACT,Settings,PartyMonitor,Button,删除,削除
DalamudACT,Settings,PartyMonitor,Checkbox,启用,有効
DalamudACT,Settings,PartyMonitor,Checkbox,垂直居中,上下中央
DalamudACT,Settings,PartyMonitor,Text,姓名/职业列,名前／ジョブ列
DalamudACT,Settings,PartyMonitor,Tooltip,展开各职业，勾选你想在监控窗口内显示的减伤和团辅技能。,各ジョブを展開し、監視ウィンドウに表示したい軽減・PT支援スキルを選択します。
DalamudACT,Settings,PartyMonitor,Header,布局与显示,レイアウトと表示
DalamudACT,Settings,PartyMonitor,Tooltip,恢复所有职业的默认勾选状态。若已点击“设当前为默认”，会使用你保存的默认；否则使用插件内置默认。不会删除自定义技能。 ,全ジョブのチェック状態を既定値へ戻します。「現在設定を既定にする」を保存済みならその設定へ、未保存ならプラグイン既定値へ戻します。カスタムスキルは削除しません。 
DalamudACT,Settings,PartyMonitor,Input,技能 ID,スキルID
DalamudACT,Settings,PartyMonitor,Input,技能名称,スキル名
DalamudACT,Settings,PartyMonitor,Tooltip,把当前所有职业的团辅/减伤勾选状态保存为你的默认。之后点击“重置监控技能”会恢复到这套勾选。 ,現在の全ジョブのPT支援／軽減チェック状態を既定値として保存します。以後「監視スキルをリセット」でこの状態へ戻ります。 
DalamudACT,Settings,PartyMonitor,Header,按职业管理技能,ジョブ別スキル管理
DalamudACT,Settings,PartyMonitor,CollapsingHeader,按职业选择监控技能,ジョブ別に監視スキルを選択
DalamudACT,Settings,PartyMonitor,Button,添加,追加
DalamudACT,Settings,PartyMonitor,Header,添加自定义技能（当前目录缺少某个技能=使用）,カスタムスキルを追加（現在の一覧にないスキル用）
DalamudACT,Settings,PartyMonitor,Color,背景颜色,背景色
DalamudACT,Settings,PartyMonitor,Slider,行间距,行間隔
DalamudACT,Settings,PartyMonitor,Button,设当前为默认,現在設定を既定にする
DalamudACT,Settings,PartyMonitor,Text,起效显示样式,発動時の表示スタイル
DalamudACT,Settings,PartyMonitor,Slider,起效显示透明度,発動時表示の透明度
DalamudACT,Settings,PartyMonitor,Header,起效高亮与背景,発動時の強調表示と背景
DalamudACT,Settings,PartyMonitor,Tooltip,这是一个切换按钮：当前有团辅启用时点击会全部关闭；全部关闭后再点击会开启所有团辅。不会影响减伤技能和食物监控。 ,切替ボタンです。PT支援が1つでも有効なら全OFF、すべてOFFなら全ONにします。軽減スキルと食事監視には影響しません。 
DalamudACT,Settings,PartyMonitor,Button,重置监控技能,監視スキルをリセット
DalamudACT,Settings,PartyMonitor,Help,默认白色数字、垂直居中。,既定では白い数字を上下中央に表示します。
DalamudACT,Settings,PartyMonitor/JobSkills,TreeNodeVisible,01/21 骑士,01/21 ナイト
DalamudACT,Settings,PartyMonitor/JobSkills,TreeNode/CollapsingHeader,01/21 骑士###job_skills_19,01/21 ナイト###job_skills_19
DalamudACT,Settings,PartyMonitor/JobSkills,TreeNodeVisible,02/21 战士,02/21 戦士
DalamudACT,Settings,PartyMonitor/JobSkills,TreeNode/CollapsingHeader,02/21 战士###job_skills_21,02/21 戦士###job_skills_21
DalamudACT,Settings,PartyMonitor/JobSkills,TreeNodeVisible,03/21 暗黑骑士,03/21 暗黒騎士
DalamudACT,Settings,PartyMonitor/JobSkills,TreeNode/CollapsingHeader,03/21 暗黑骑士###job_skills_32,03/21 暗黒騎士###job_skills_32
DalamudACT,Settings,PartyMonitor/JobSkills,TreeNodeVisible,04/21 绝枪战士,04/21 ガンブレイカー
DalamudACT,Settings,PartyMonitor/JobSkills,TreeNode/CollapsingHeader,04/21 绝枪战士###job_skills_37,04/21 ガンブレイカー###job_skills_37
DalamudACT,Settings,PartyMonitor/JobSkills,TreeNodeVisible,05/21 白魔法师,05/21 白魔道士
DalamudACT,Settings,PartyMonitor/JobSkills,TreeNode/CollapsingHeader,05/21 白魔法师###job_skills_24,05/21 白魔道士###job_skills_24
DalamudACT,Settings,PartyMonitor/JobSkills,TreeNodeVisible,06/21 学者,06/21 学者
DalamudACT,Settings,PartyMonitor/JobSkills,TreeNode/CollapsingHeader,06/21 学者###job_skills_28,06/21 学者###job_skills_28
DalamudACT,Settings,PartyMonitor/JobSkills,TreeNodeVisible,07/21 占星术士,07/21 占星術師
DalamudACT,Settings,PartyMonitor/JobSkills,TreeNode/CollapsingHeader,07/21 占星术士###job_skills_33,07/21 占星術師###job_skills_33
DalamudACT,Settings,PartyMonitor/JobSkills,TreeNodeVisible,08/21 贤者,08/21 賢者
DalamudACT,Settings,PartyMonitor/JobSkills,TreeNode/CollapsingHeader,08/21 贤者###job_skills_40,08/21 賢者###job_skills_40
DalamudACT,Settings,PartyMonitor/JobSkills,TreeNodeVisible,09/21 武僧,09/21 モンク
DalamudACT,Settings,PartyMonitor/JobSkills,TreeNode/CollapsingHeader,09/21 武僧###job_skills_20,09/21 モンク###job_skills_20
DalamudACT,Settings,PartyMonitor/JobSkills,TreeNodeVisible,10/21 龙骑士,10/21 竜騎士
DalamudACT,Settings,PartyMonitor/JobSkills,TreeNode/CollapsingHeader,10/21 龙骑士###job_skills_22,10/21 竜騎士###job_skills_22
DalamudACT,Settings,PartyMonitor/JobSkills,TreeNodeVisible,11/21 忍者,11/21 忍者
DalamudACT,Settings,PartyMonitor/JobSkills,TreeNode/CollapsingHeader,11/21 忍者###job_skills_30,11/21 忍者###job_skills_30
DalamudACT,Settings,PartyMonitor/JobSkills,TreeNodeVisible,12/21 武士,12/21 侍
DalamudACT,Settings,PartyMonitor/JobSkills,TreeNode/CollapsingHeader,12/21 武士###job_skills_34,12/21 侍###job_skills_34
DalamudACT,Settings,PartyMonitor/JobSkills,TreeNodeVisible,13/21 钐镰客,13/21 リーパー
DalamudACT,Settings,PartyMonitor/JobSkills,TreeNode/CollapsingHeader,13/21 钐镰客###job_skills_39,13/21 リーパー###job_skills_39
DalamudACT,Settings,PartyMonitor/JobSkills,TreeNodeVisible,14/21 蝰蛇剑士,14/21 ヴァイパー
DalamudACT,Settings,PartyMonitor/JobSkills,TreeNode/CollapsingHeader,14/21 蝰蛇剑士###job_skills_41,14/21 ヴァイパー###job_skills_41
DalamudACT,Settings,PartyMonitor/JobSkills,TreeNodeVisible,15/21 吟游诗人,15/21 吟遊詩人
DalamudACT,Settings,PartyMonitor/JobSkills,TreeNode/CollapsingHeader,15/21 吟游诗人###job_skills_23,15/21 吟遊詩人###job_skills_23
DalamudACT,Settings,PartyMonitor/JobSkills,TreeNodeVisible,16/21 机工士,16/21 機工士
DalamudACT,Settings,PartyMonitor/JobSkills,TreeNode/CollapsingHeader,16/21 机工士###job_skills_31,16/21 機工士###job_skills_31
DalamudACT,Settings,PartyMonitor/JobSkills,TreeNodeVisible,17/21 舞者,17/21 踊り子
DalamudACT,Settings,PartyMonitor/JobSkills,TreeNode/CollapsingHeader,17/21 舞者###job_skills_38,17/21 踊り子###job_skills_38
DalamudACT,Settings,PartyMonitor/JobSkills,TreeNodeVisible,18/21 黑魔法师,18/21 黒魔道士
DalamudACT,Settings,PartyMonitor/JobSkills,TreeNode/CollapsingHeader,18/21 黑魔法师###job_skills_25,18/21 黒魔道士###job_skills_25
DalamudACT,Settings,PartyMonitor/JobSkills,TreeNodeVisible,19/21 召唤师,19/21 召喚士
DalamudACT,Settings,PartyMonitor/JobSkills,TreeNode/CollapsingHeader,19/21 召唤师###job_skills_27,19/21 召喚士###job_skills_27
DalamudACT,Settings,PartyMonitor/JobSkills,TreeNodeVisible,20/21 赤魔法师,20/21 赤魔道士
DalamudACT,Settings,PartyMonitor/JobSkills,TreeNode/CollapsingHeader,20/21 赤魔法师###job_skills_35,20/21 赤魔道士###job_skills_35
DalamudACT,Settings,PartyMonitor/JobSkills,TreeNodeVisible,21/21 绘灵法师,21/21 ピクトマンサー
DalamudACT,Settings,PartyMonitor/JobSkills,TreeNode/CollapsingHeader,21/21 绘灵法师###job_skills_42,21/21 ピクトマンサー###job_skills_42
DalamudACT,Settings,Performance,Text,保留主要 DPS/HPS，可能漏记 DoT、友方 NPC 与流水细节,主要なDPS/HPSは維持しますが、DoT・味方NPC・戦闘ログ詳細が欠落する場合があります。
DalamudACT,Settings,Performance,Text,关闭后降低压力，但 DoT、野火等持续/延迟伤害会更不准。,無効にすると負荷は下がりますが、DoTやワイルドファイアなどの継続／遅延ダメージ精度が低下します。
DalamudACT,Settings,Performance,Text,只记录战斗开始/结束、死亡、头标、连线和场地特效。,戦闘開始／終了、死亡、頭割りマーカー、線、フィールドエフェクトのみ記録します。
DalamudACT,Settings,Performance,Checkbox,统计 DoT/野火归属,DoT／ワイルドファイアの帰属を集計
DalamudACT,Settings,Performance,Checkbox,轻量战斗流水,軽量戦闘ログ
DalamudACT,Settings,Performance,Text,适合绝境、战场和高特效场景,高難度・PvP・高エフェクト環境向け
DalamudACT,Settings,Performance,Checkbox,高性能模式,高性能モード
DalamudACT,Settings,Performance,Text,高性能模式会临时停用 DoT/野火归属和详细战斗流水。,高性能モードではDoT／ワイルドファイア帰属と詳細戦闘ログを一時的に無効化します。
DalamudACT,Settings,QuickNav,Text,TTS,TTS
DalamudACT,Settings,QuickNav,Text,基础,基本
DalamudACT,Settings,QuickNav,Text,外观,外観
DalamudACT,Settings,QuickNav,Text,性能,パフォーマンス
DalamudACT,Settings,QuickNav,Text,状态,ステータス
DalamudACT,Settings,Stats,Checkbox,伤害列,ダメージ列
DalamudACT,Settings,Stats,Checkbox,死亡列,死亡列
DalamudACT,Settings,Stats,Checkbox,玩家列,プレイヤー列
DalamudACT,Settings,Stats,Checkbox,秒伤列,DPS列
DalamudACT,Settings,Stats,Checkbox,职业列,ジョブ列
DalamudACT,Settings,Stats,Text,页面列显示,ページ列表示
DalamudACT,Settings,StatsPanel,Slider,X（秒）,X（秒）
DalamudACT,Settings,StatsPanel,Tooltip,下表说明同一组共享设置在 DPS / HPS / 承伤 中分别对应的实际列含义。,同じ共有設定がDPS / HPS / 被ダメ各ページでどの列に対応するかを示します。
DalamudACT,Settings,StatsPanel,Radio,主题色,テーマ色
DalamudACT,Settings,StatsPanel,Help,主题色模式按职业使用各自颜色。,テーマ色モードではジョブごとの色を使用します。
DalamudACT,Settings,StatsPanel,Header,主题色调色板,テーマカラーパレット
DalamudACT,Settings,StatsPanel,Slider,主题色透明度,テーマ色の透明度
DalamudACT,Settings,StatsPanel,Help,主题色透明度只影响统一 Alpha。,テーマ色透明度は共通のAlpha値だけに影響します。
DalamudACT,Settings,StatsPanel,Help,以下设置同时作用于 DPS / HPS / 承伤。,以下の設定はDPS / HPS / 被ダメの3ページに共通で適用されます。
DalamudACT,Settings,StatsPanel,Help,全队脱战后，额外等待 X 秒再视为战斗结束。,PT全員が非戦闘状態になった後、さらにX秒待ってから戦闘終了と判定します。
DalamudACT,Settings,StatsPanel,Radio,全队脱战（PartyList）即为战斗结束,PT全員が非戦闘状態になったら戦闘終了
DalamudACT,Settings,StatsPanel,Radio,全队脱战，且延迟 X 秒为战斗结束,PT全員が非戦闘状態になり、さらにX秒後に戦闘終了
DalamudACT,Settings,StatsPanel,Card,共享列开关,共有列の表示切替
DalamudACT,Settings,StatsPanel,Help,切回主题色后会恢复下面的职业配色。,テーマ色へ戻すと、下のジョブ別配色が再び使用されます。
DalamudACT,Settings,StatsPanel,Tooltip,切换悬浮统计的展示样式；后续如果继续新增样式，也会从这里扩展。,フローティング統計の表示スタイルを切り替えます。今後追加されるスタイルもここから選択します。
DalamudACT,Settings,StatsPanel,Card,列宽记忆,列幅の保存
DalamudACT,Settings,StatsPanel,Card,列语义映射,列の対応関係
DalamudACT,Settings,StatsPanel,Radio,单色,単色
DalamudACT,Settings,StatsPanel,Color,单色条颜色,単色バーの色
DalamudACT,Settings,StatsPanel,Help,单色模式会忽略职业主题色。,単色モードではジョブテーマ色を使用しません。
DalamudACT,Settings,StatsPanel,Text,占比列与历史记录页的区域列保持自动拉伸，不参与固定宽度记忆。,割合列と履歴ページのエリア列は自動伸縮のため、固定列幅の保存対象外です。
DalamudACT,Settings,StatsPanel,Header,占比条配色,割合バーの配色
DalamudACT,Settings,StatsPanel,Card,占比条颜色模式,割合バーのカラーモード
DalamudACT,Settings,StatsPanel,Help,历史页列宽记忆仍然有效。,履歴ページの列幅保存は引き続き有効です。
DalamudACT,Settings,StatsPanel,Help,可在下方调色板里自定义。,下のカラーパレットで変更できます。
DalamudACT,Settings,StatsPanel,Tooltip,可在主题色和单色之间切换；单色模式下所有职业共用同一种颜色。,ジョブテーマ色と単色を切り替えられます。単色では全ジョブで同じ色を使用します。
